ID,Sort Index,Input Text,Explanation,What does the model predict?,"How helpful do you find the explanation for guessing the model prediction?

1 (not helpful) - 7 (very helpful)","How easy is the explanation to understand?


1 (very difficult) - 7 (very easy)"
4900,217,"""the unfolding uniform pakistan is inherently unstable . dealing with them is like playing with matches in a forest . - larry pressler . that statement from larry pressler , made during his recent visit to india , coincided with""",The word » pakistan « is most important for the prediction. The phrase » inherently unstable « is also salient.,World,7,7
5377,218,fa plan new united - arsenal talks the football association are set to wait until after the conclusion of any disciplinary action against arsene wenger before trying to broker a peace summit between arsenal and manchester united .,The phrase » the football association are « is most important for the prediction. The word » disciplinary « is also salient.,Sports,7,7
65,219,indian state rolls out wireless broadband government in south indian state of kerala sets up wireless ki os ks as part of initiative to bridge digital divide .,The word » wireless « is most important for the prediction. The word » wireless « is also salient. The word » government « is also salient.,Sci/Tech,6,6
1052,220,,,World,7,7
1236,221,"""has your broadband had its fiber ? falling costs , new technology , and competition , with a nu dge from regulatory changes , are bringing fiber closer to homes in the us just a few years after the idea seemed all but written off .""",The phrase » broadband had its fiber ? « is most important for the prediction. The character » . « is also salient.,Sci/Tech,6,6
3867,222,,,Business,7,7
6184,223,,,Sports,7,7
4102,224,,,Sci/Tech,1,1
955,225,,,Business,2,2
6627,226,"""uconn awaiting invite to motor city bowl theres still one more domino to fall , but today the university of connecticut football team is expected to be invited and accept an invitation to play in the motor city bowl in detroit on dec . 27 .""",The phrase » football team is « is most important for the prediction. The word » 27 « is also salient. The word » on « is also salient.,Sports,7,7
2694,227,"""virgin starts ( 70 ) mile - high club with the misery that has plagued the airline industry recently , the last place you  39 ; d expect to see some inspiring - - heck , potentially rule - breaking - - thinking would be from an airline entrepreneur .""",The phrase » the airline industry « is most important for the prediction.,Business,7,7
4222,228,"""giga counters they # 39 ; re bold , brash and break most rules of business - - so why are the google guys multi - billionaires ? google inc had plenty to celebrate at its recent annual summer picnic - - its debut as a public company""",The phrase » rules of business - - « is most important for the prediction. The word » inc « is also salient.,Business,7,7
5395,229,,,Sci/Tech,7,7
3197,230,,,Sci/Tech,3,3
222,231,"""selling houston warts and all , especially warts descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how houston is nevertheless beloved by many residents .""",The word » houston « is most important for the prediction. The word » flict « is also salient. The word » es « is also salient.,World,1,1
139,232,"""sharon orders 1 , 000 homes in west bank israel announced plans for 1 , 000 houses in the west bank yesterday , accelerating the expansion of the settlements .""",The word » israel « is most important for the prediction. The phrase » west bank « is also salient.,World,7,7
4372,233,plea for kidnapped aid worker meets with silence charity workers were still facing an agonising wait for news of iraq aid worker margaret hassan tonight after a televised plea to her kidnappers was met with silence .,The phrase » iraq aid « is most important for the prediction. The phrase » her kidnap « is also salient.,World,7,7
6058,234,,,Business,1,1
4854,235,"""times to scrap broadsheet edition the times is to scrap its broadsheet edition and go tabloid from monday , it was confirmed today . the decision was made after a trial run of the compact edition proved a success , said editor robert thomson .""",The phrase » compact edition « is most important for the prediction. The word » tabloid « is also salient.,Business,2,2
2679,236,,,Business,7,7
5471,237,,,World,7,7
2122,238,hyper ion targets broader base new es sb ase 7 x is intended to draw customers beyond hyper ion ' s usual corporate - finance crowd .,The phrase » customers beyond « is most important for the prediction. The phrase » usual corporate « is also salient.,Business,7,7
3197,239,"""palm one , microsoft set software pact palm one inc . , the leading maker of handheld computers , said tuesday it licensed microsoft corp . software that enables secure delivery of corporate e - mail to portable devices .""",The phrase » pact palm « is most important for the prediction. The word » delivery « is also salient.,Business,2,2
2723,240,redskins coach bemoans questionable calls ( ap ) ap - apparently even a hall of fame coach doesn ' t get a break from the officials .,The phrase » coach doesn « is most important for the prediction. The word » of « is also salient.,Sports,4,4
